GPPractice/Area,Year,Age,Sex,AreaType,PracticeCode,PatientCount_Asthma,PatientCount_Atrial Fibrillation,PatientCount_Cancer,PatientCount_Chronic Kidney Disease (CKD),PatientCount_Chronic Obstructive Pulmonary Disease (COPD),PatientCount_Coronary Heart Disease (CHD),PatientCount_Dementia,PatientCount_Depression,PatientCount_Diabetes,PatientCount_Eating Disorder,PatientCount_Epilepsy,PatientCount_Heart Failure,PatientCount_Hypertension,PatientCount_Mental Health,PatientCount_Osteoporosis,PatientCount_Palliative Care,PatientCount_Peripheral Arterial Disease (PAD),PatientCount_Rheumatoid Arthritis,PatientCount_Stroke and TIA,Rate_Asthma,Rate_Atrial Fibrillation,Rate_Cancer,Rate_Chronic Kidney Disease (CKD),Rate_Chronic Obstructive Pulmonary Disease (COPD),Rate_Coronary Heart Disease (CHD),Rate_Dementia,Rate_Depression,Rate_Diabetes,Rate_Eating Disorder,Rate_Epilepsy,Rate_Heart Failure,Rate_Hypertension,Rate_Mental Health,Rate_Osteoporosis,Rate_Palliative Care,Rate_Peripheral Arterial Disease (PAD),Rate_Rheumatoid Arthritis,Rate_Stroke and TIA
NHS Lanarkshire,2022,35-39,All,Board,,3203,58,440,65,88,82,0,8697,1014,300,704,35,982,477,58,16,10,146,134,6.9,0.1,1,0.1,0.2,0.2,0,18.9,2.2,0.7,1.5,0.1,2.1,1,0.1,0,0,0.3,0.3
NHS Lanarkshire,2022,40-44,All,Board,,3457,107,629,106,214,204,5,9553,1490,307,766,59,2023,602,95,28,29,209,251,7.4,0.2,1.4,0.2,0.5,0.4,0,20.6,3.2,0.7,1.6,0.1,4.4,1.3,0.2,0.1,0.1,0.5,0.5
NHS Lanarkshire,2022,45-49,All,Board,,3735,191,932,173,449,539,5,10092,2132,274,798,121,3882,657,132,26,83,276,402,8.4,0.4,2.1,0.4,1,1.2,0,22.8,4.8,0.6,1.8,0.3,8.8,1.5,0.3,0.1,0.2,0.6,0.9
NHS Lanarkshire,2022,50-54,All,Board,,4508,387,1575,364,1037,1262,21,12328,3805,322,966,223,7648,727,302,68,200,487,895,8.6,0.7,3,0.7,2,2.4,0,23.5,7.3,0.6,1.8,0.4,14.6,1.4,0.6,0.1,0.4,0.9,1.7
NHS Lanarkshire,2022,55-59,All,Board,,4751,674,2284,680,1709,2303,76,12493,5044,203,904,333,10669,757,782,81,437,645,1436,9.2,1.3,4.4,1.3,3.3,4.4,0.1,24.1,9.7,0.4,1.7,0.6,20.6,1.5,1.5,0.2,0.8,1.2,2.8
NHS Lanarkshire,2022,60-64,All,Board,,4296,1079,2907,1137,2606,3306,115,10879,5768,126,772,501,12799,638,1413,93,687,715,1951,9.3,2.3,6.3,2.5,5.7,7.2,0.2,23.6,12.5,0.3,1.7,1.1,27.8,1.4,3.1,0.2,1.5,1.6,4.2
NHS Lanarkshire,2022,65-69,All,Board,,3624,1456,3399,1770,2971,4100,234,8411,5895,54,667,605,13817,511,1849,109,818,696,2276,9.5,3.8,8.9,4.6,7.8,10.8,0.6,22.1,15.5,0.1,1.8,1.6,36.3,1.3,4.9,0.3,2.1,1.8,6
NHS Lanarkshire,2022,70-74,All,Board,,2988,2031,3842,3044,3141,4520,525,6542,5691,29,527,832,14445,432,2433,145,988,701,2619,9.2,6.3,11.9,9.4,9.7,14,1.6,20.2,17.6,0.1,1.6,2.6,44.7,1.3,7.5,0.4,3.1,2.2,8.1
NHS Lanarkshire,2022,75-79,All,Board,,2078,2486,3548,3833,2719,4404,905,4338,4665,13,412,852,12465,311,2578,157,916,559,2598,8.6,10.3,14.7,15.9,11.3,18.2,3.7,18,19.3,0.1,1.7,3.5,51.6,1.3,10.7,0.7,3.8,2.3,10.8
NHS Lanarkshire,2022,80-84,All,Board,,1454,2327,2555,3754,1815,3496,1180,2486,3157,10,208,779,8968,255,2199,138,682,393,2171,9.3,14.8,16.3,23.9,11.6,22.3,7.5,15.8,20.1,0.1,1.3,5,57.1,1.6,14,0.9,4.3,2.5,13.8
NHS Lanarkshire,2022,85plus,All,Board,,912,2427,2121,4665,1217,3241,1780,1694,2304,0,144,891,7922,302,2312,241,507,240,2154,7,18.6,16.3,35.8,9.3,24.9,13.7,13,17.7,0,1.1,6.8,60.8,2.3,17.8,1.9,3.9,1.8,16.5
NHS Lanarkshire,2022,All,All,Board,,48158,13296,24822,19699,18084,27504,4851,100986,43096,2592,9548,5301,96377,6421,14294,1126,5378,5294,17162,7.1,2,3.7,2.9,2.7,4.1,0.7,14.9,6.4,0.4,1.4,0.8,14.2,0.9,2.1,0.2,0.8,0.8,2.5
NHS Lanarkshire,2023,00-4,All,Board,,436,0,10,0,5,0,0,0,15,10,74,5,0,0,0,0,0,0,24,1.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1
NHS Lanarkshire,2023,05-9,All,Board,,1629,0,20,0,10,0,0,0,100,43,150,5,10,0,0,0,0,5,30,4.4,0,0.1,0,0,0,0,0,0.3,0.1,0.4,0,0,0,0,0,0,0,0.1
NHS Lanarkshire,2023,10-14,All,Board,,2058,0,39,5,10,0,0,15,224,68,273,5,15,5,5,0,0,15,37,5.3,0,0.1,0,0,0,0,0,0.6,0.2,0.7,0,0,0,0,0,0,0,0.1
NHS Lanarkshire,2023,15-19,All,Board,,1900,5,46,5,10,5,0,325,276,195,379,5,27,22,20,5,0,18,26,5,0,0.1,0,0,0,0,0.9,0.7,0.5,1,0,0.1,0.1,0.1,0,0,0,0.1
NHS Lanarkshire,2023,20-24,All,Board,,2077,5,76,20,18,5,0,1699,340,211,483,12,71,110,17,5,5,36,27,5.6,0,0.2,0.1,0,0,0,4.6,0.9,0.6,1.3,0,0.2,0.3,0,0,0,0.1,0.1
NHS Lanarkshire,2023,25-29,All,Board,,2570,15,142,26,32,10,0,4132,496,240,631,22,181,258,34,5,0,52,42,6.2,0,0.3,0.1,0.1,0,0,10,1.2,0.6,1.5,0.1,0.4,0.6,0.1,0,0,0.1,0.1
NHS Lanarkshire,2023,30-34,All,Board,,2942,44,239,48,47,30,0,6746,716,234,756,27,488,347,60,10,10,89,97,6.4,0.1,0.5,0.1,0.1,0.1,0,14.7,1.6,0.5,1.7,0.1,1.1,0.8,0.1,0,0,0.2,0.2
NHS Lanarkshire,2023,35-39,All,Board,,3297,58,465,70,91,79,0,8617,1103,309,715,45,1036,487,60,20,10,146,145,7,0.1,1,0.1,0.2,0.2,0,18.3,2.3,0.7,1.5,0.1,2.2,1,0.1,0,0,0.3,0.3
NHS Lanarkshire,2023,40-44,All,Board,,3609,114,632,110,217,202,5,9804,1606,304,791,68,2104,604,84,29,34,223,249,7.5,0.2,1.3,0.2,0.5,0.4,0,20.4,3.3,0.6,1.6,0.1,4.4,1.3,0.2,0.1,0.1,0.5,0.5
NHS Lanarkshire,2023,45-49,All,Board,,3719,187,911,168,430,521,5,9773,2197,286,771,139,3828,643,132,29,73,257,382,8.5,0.4,2.1,0.4,1,1.2,0,22.4,5,0.7,1.8,0.3,8.8,1.5,0.3,0.1,0.2,0.6,0.9
NHS Lanarkshire,2023,50-54,All,Board,,4531,403,1533,336,1046,1211,23,12060,3833,311,935,236,7627,711,288,63,187,455,881,8.9,0.8,3,0.7,2,2.4,0,23.6,7.5,0.6,1.8,0.5,14.9,1.4,0.6,0.1,0.4,0.9,1.7
NHS Lanarkshire,2023,55-59,All,Board,,4879,689,2314,650,1692,2257,60,12533,5222,225,908,338,10897,748,681,89,408,645,1427,9.3,1.3,4.4,1.2,3.2,4.3,0.1,24,10,0.4,1.7,0.6,20.8,1.4,1.3,0.2,0.8,1.2,2.7
NHS Lanarkshire,2023,60-64,All,Board,,4573,1085,2971,1083,2493,3342,121,11308,5920,137,802,519,13043,665,1348,102,721,722,1993,9.7,2.3,6.3,2.3,5.3,7.1,0.3,23.9,12.5,0.3,1.7,1.1,27.6,1.4,2.9,0.2,1.5,1.5,4.2
NHS Lanarkshire,2023,65-69,All,Board,,3920,1526,3527,1773,3032,4082,270,8783,6248,68,681,643,14154,510,1833,117,811,722,2393,10,3.9,9,4.5,7.7,10.4,0.7,22.3,15.9,0.2,1.7,1.6,35.9,1.3,4.7,0.3,2.1,1.8,6.1
NHS Lanarkshire,2023,70-74,All,Board,,3013,2029,3808,2795,3092,4464,467,6595,5675,36,537,852,14100,420,2281,139,931,697,2567,9.4,6.3,11.9,8.7,9.7,14,1.5,20.6,17.7,0.1,1.7,2.7,44.1,1.3,7.1,0.4,2.9,2.2,8
NHS Lanarkshire,2023,75-79,All,Board,,2282,2615,3780,3950,2774,4443,951,4678,4904,14,442,925,13037,320,2622,183,930,570,2684,8.9,10.2,14.8,15.4,10.8,17.4,3.7,18.3,19.2,0.1,1.7,3.6,50.9,1.3,10.2,0.7,3.6,2.2,10.5
NHS Lanarkshire,2023,80-84,All,Board,,1488,2398,2667,3719,1809,3429,1154,2576,3206,10,214,794,9088,235,2188,167,663,409,2173,9.3,15,16.7,23.3,11.3,21.5,7.2,16.1,20.1,0.1,1.3,5,56.9,1.5,13.7,1,4.1,2.6,13.6
NHS Lanarkshire,2023,85plus,All,Board,,972,2475,2198,4622,1225,3223,1768,1746,2442,0,150,958,8059,257,2343,261,495,255,2186,7.3,18.6,16.5,34.8,9.2,24.2,13.3,13.1,18.4,0,1.1,7.2,60.6,1.9,17.6,2,3.7,1.9,16.4
NHS Lanarkshire,2023,All,All,Board,,49895,13649,25378,19379,18032,27305,4827,101391,44522,2705,9692,5595,97764,6342,13994,1219,5284,5314,17362,7.3,2,3.7,2.8,2.6,4,0.7,14.8,6.5,0.4,1.4,0.8,14.3,0.9,2,0.2,0.8,0.8,2.5
NHS Lanarkshire,2024,00-4,All,Board,,457,0,15,0,5,0,0,0,16,28,75,5,0,0,0,0,0,5,24,1.5,0,0,0,0,0,0,0,0.1,0.1,0.2,0,0,0,0,0,0,0,0.1
NHS Lanarkshire,2024,05-9,All,Board,,1798,0,24,5,5,0,0,0,99,54,165,5,10,0,0,0,0,10,33,4.9,0,0.1,0,0,0,0,0,0.3,0.1,0.5,0,0,0,0,0,0,0,0.1
NHS Lanarkshire,2024,10-14,All,Board,,2084,0,39,5,10,0,0,15,210,68,244,5,15,0,0,0,0,10,35,5.4,0,0.1,0,0,0,0,0,0.5,0.2,0.6,0,0,0,0,0,0,0,0.1
NHS Lanarkshire,2024,15-19,All,Board,,1816,5,41,10,15,5,0,290,290,224,400,5,33,27,10,5,0,15,30,4.7,0,0.1,0,0,0,0,0.7,0.7,0.6,1,0,0.1,0.1,0,0,0,0,0.1
NHS Lanarkshire,2024,20-24,All,Board,,1965,10,84,20,15,5,0,1519,331,214,466,12,57,111,18,5,5,33,31,5.4,0,0.2,0.1,0,0,0,4.2,0.9,0.6,1.3,0,0.2,0.3,0,0,0,0.1,0.1
NHS Lanarkshire,2024,25-29,All,Board,,2560,15,139,25,32,15,0,3920,513,264,637,20,196,236,26,5,0,57,42,6.1,0,0.3,0.1,0.1,0,0,9.4,1.2,0.6,1.5,0,0.5,0.6,0.1,0,0,0.1,0.1
NHS Lanarkshire,2024,30-34,All,Board,,2968,51,234,48,53,31,0,6537,754,237,751,32,521,348,61,10,5,83,87,6.4,0.1,0.5,0.1,0.1,0.1,0,14,1.6,0.5,1.6,0.1,1.1,0.7,0.1,0,0,0.2,0.2
NHS Lanarkshire,2024,35-39,All,Board,,3216,64,469,74,84,76,5,8483,1141,308,756,40,1102,509,59,15,10,134,156,6.8,0.1,1,0.2,0.2,0.2,0,17.8,2.4,0.6,1.6,0.1,2.3,1.1,0.1,0,0,0.3,0.3
NHS Lanarkshire,2024,40-44,All,Board,,3668,97,650,103,250,208,5,9766,1704,309,769,74,2226,591,88,31,35,220,265,7.5,0.2,1.3,0.2,0.5,0.4,0,20,3.5,0.6,1.6,0.2,4.6,1.2,0.2,0.1,0.1,0.5,0.5
NHS Lanarkshire,2024,45-49,All,Board,,3677,187,894,170,419,492,5,9508,2320,293,793,135,3902,645,148,26,71,279,392,8.4,0.4,2.1,0.4,1,1.1,0,21.8,5.3,0.7,1.8,0.3,9,1.5,0.3,0.1,0.2,0.6,0.9
NHS Lanarkshire,2024,50-54,All,Board,,4504,396,1521,323,1033,1155,23,11654,3785,292,896,252,7447,713,269,48,179,434,851,9.1,0.8,3.1,0.7,2.1,2.3,0,23.6,7.7,0.6,1.8,0.5,15.1,1.4,0.5,0.1,0.4,0.9,1.7
NHS Lanarkshire,2024,55-59,All,Board,,5006,716,2320,613,1662,2182,52,12539,5351,258,928,369,11144,724,656,83,403,619,1471,9.6,1.4,4.4,1.2,3.2,4.2,0.1,24,10.2,0.5,1.8,0.7,21.3,1.4,1.3,0.2,0.8,1.2,2.8
NHS Lanarkshire,2024,60-64,All,Board,,4763,1135,3070,1059,2479,3431,130,11583,6272,159,808,537,13404,700,1350,102,709,728,2050,9.9,2.4,6.4,2.2,5.1,7.1,0.3,24.1,13,0.3,1.7,1.1,27.8,1.5,2.8,0.2,1.5,1.5,4.3
NHS Lanarkshire,2024,65-69,All,Board,,4034,1559,3659,1753,3044,4031,275,9132,6414,75,697,678,14341,526,1870,132,800,741,2424,10,3.9,9.1,4.4,7.6,10,0.7,22.7,15.9,0.2,1.7,1.7,35.6,1.3,4.6,0.3,2,1.8,6
NHS Lanarkshire,2024,70-74,All,Board,,3154,2049,3873,2594,2990,4308,455,6644,5827,31,563,865,14203,419,2225,146,898,686,2555,9.8,6.4,12.1,8.1,9.3,13.4,1.4,20.7,18.1,0.1,1.8,2.7,44.2,1.3,6.9,0.5,2.8,2.1,8
NHS Lanarkshire,2024,75-79,All,Board,,2393,2667,3922,3951,2807,4437,999,4901,5090,21,433,1023,13292,330,2793,188,903,593,2752,9.1,10.2,14.9,15,10.7,16.9,3.8,18.7,19.4,0.1,1.6,3.9,50.6,1.3,10.6,0.7,3.4,2.3,10.5
NHS Lanarkshire,2024,80-84,All,Board,,1517,2436,2768,3768,1854,3460,1182,2712,3276,5,237,820,9297,216,2189,170,667,401,2194,9.3,14.9,16.9,23,11.3,21.2,7.2,16.6,20,0,1.4,5,56.8,1.3,13.4,1,4.1,2.5,13.4
NHS Lanarkshire,2024,85plus,All,Board,,1022,2581,2301,4590,1230,3219,1822,1849,2569,0,163,1020,8171,268,2383,277,488,268,2220,7.5,19,16.9,33.7,9,23.7,13.4,13.6,18.9,0,1.2,7.5,60,2,17.5,2,3.6,2,16.3
NHS Lanarkshire,2024,All,All,Board,,50602,13965,26025,19103,17988,27052,4949,101055,45964,2843,9781,5894,99362,6365,14153,1244,5181,5312,17610,7.3,2,3.8,2.8,2.6,3.9,0.7,14.7,6.7,0.4,1.4,0.9,14.4,0.9,2.1,0.2,0.8,0.8,2.6
NHS Lanarkshire,2025,00-4,All,Board,,382,0,15,0,5,0,0,0,23,27,75,5,5,0,0,0,5,5,20,1.2,0,0,0,0,0,0,0,0.1,0.1,0.2,0,0,0,0,0,0,0,0.1
NHS Lanarkshire,2025,05-9,All,Board,,1869,0,28,0,5,0,0,0,97,73,183,5,10,0,0,0,0,10,39,5.1,0,0.1,0,0,0,0,0,0.3,0.2,0.5,0,0,0,0,0,0,0,0.1
NHS Lanarkshire,2025,10-14,All,Board,,2299,0,39,5,15,0,0,10,205,69,250,5,10,0,0,5,0,15,29,5.8,0,0.1,0,0,0,0,0,0.5,0.2,0.6,0,0,0,0,0,0,0,0.1
NHS Lanarkshire,2025,15-19,All,Board,,1872,5,46,5,10,5,0,267,292,237,430,5,35,31,10,5,0,15,37,4.6,0,0.1,0,0,0,0,0.7,0.7,0.6,1.1,0,0.1,0.1,0,0,0,0,0.1
NHS Lanarkshire,2025,20-24,All,Board,,1910,5,77,10,20,5,0,1398,356,239,456,10,68,116,18,5,5,32,43,5.1,0,0.2,0,0.1,0,0,3.7,1,0.6,1.2,0,0.2,0.3,0,0,0,0.1,0.1
NHS Lanarkshire,2025,25-29,All,Board,,2572,23,145,29,35,15,0,3728,515,272,641,25,203,222,28,5,0,52,46,6,0.1,0.3,0.1,0.1,0,0,8.7,1.2,0.6,1.5,0.1,0.5,0.5,0.1,0,0,0.1,0.1
NHS Lanarkshire,2025,30-34,All,Board,,3140,39,239,51,49,31,0,6542,806,251,747,33,581,378,55,10,5,90,81,6.5,0.1,0.5,0.1,0.1,0.1,0,13.5,1.7,0.5,1.5,0.1,1.2,0.8,0.1,0,0,0.2,0.2
NHS Lanarkshire,2025,35-39,All,Board,,3299,73,465,78,92,83,5,8480,1196,298,783,45,1191,512,59,15,15,138,171,6.7,0.1,0.9,0.2,0.2,0.2,0,17.2,2.4,0.6,1.6,0.1,2.4,1,0.1,0,0,0.3,0.3
NHS Lanarkshire,2025,40-44,All,Board,,3771,111,692,105,245,226,0,9878,1798,330,776,85,2334,596,86,31,35,218,264,7.5,0.2,1.4,0.2,0.5,0.5,0,19.7,3.6,0.7,1.5,0.2,4.7,1.2,0.2,0.1,0.1,0.4,0.5
NHS Lanarkshire,2025,45-49,All,Board,,3781,180,926,178,449,493,10,9720,2465,301,799,138,4046,643,137,30,68,278,433,8.3,0.4,2,0.4,1,1.1,0,21.4,5.4,0.7,1.8,0.3,8.9,1.4,0.3,0.1,0.2,0.6,1
NHS Lanarkshire,2025,50-54,All,Board,,4545,387,1498,323,1003,1156,21,11344,3821,259,899,244,7440,716,255,50,185,422,833,9.3,0.8,3.1,0.7,2.1,2.4,0,23.3,7.9,0.5,1.8,0.5,15.3,1.5,0.5,0.1,0.4,0.9,1.7
NHS Lanarkshire,2025,55-59,All,Board,,5174,746,2329,672,1698,2144,48,12740,5541,301,949,377,11477,741,643,97,366,610,1482,9.8,1.4,4.4,1.3,3.2,4,0.1,24.1,10.5,0.6,1.8,0.7,21.7,1.4,1.2,0.2,0.7,1.2,2.8
NHS Lanarkshire,2025,60-64,All,Board,,5101,1247,3195,1115,2545,3523,124,12159,6722,174,886,591,14049,720,1358,120,695,777,2112,10.1,2.5,6.3,2.2,5,7,0.2,24.1,13.3,0.3,1.8,1.2,27.9,1.4,2.7,0.2,1.4,1.5,4.2
NHS Lanarkshire,2025,65-69,All,Board,,4314,1657,3821,1860,3124,4093,277,9622,6749,96,745,705,15004,533,1871,180,863,735,2550,10.3,3.9,9.1,4.4,7.4,9.7,0.7,22.9,16.1,0.2,1.8,1.7,35.7,1.3,4.5,0.4,2.1,1.7,6.1
NHS Lanarkshire,2025,70-74,All,Board,,3405,2151,4048,2724,3039,4375,484,7072,6125,33,532,864,14568,425,2332,197,914,716,2620,10.2,6.4,12.1,8.2,9.1,13.1,1.5,21.2,18.4,0.1,1.6,2.6,43.6,1.3,7,0.6,2.7,2.1,7.8
NHS Lanarkshire,2025,75-79,All,Board,,2634,2738,4129,4111,2869,4513,1020,5196,5356,23,433,1082,13906,345,2777,239,897,636,2844,9.6,9.9,15,14.9,10.4,16.4,3.7,18.9,19.4,0.1,1.6,3.9,50.5,1.3,10.1,0.9,3.3,2.3,10.3
NHS Lanarkshire,2025,80-84,All,Board,,1569,2518,2916,3878,1876,3464,1205,2873,3415,10,278,918,9540,227,2264,259,677,407,2266,9.2,14.8,17.1,22.7,11,20.3,7.1,16.9,20,0.1,1.6,5.4,56,1.3,13.3,1.5,4,2.4,13.3
NHS Lanarkshire,2025,85plus,All,Board,,1110,2710,2447,4820,1291,3270,1894,1949,2702,5,168,1101,8489,252,2480,457,518,291,2303,7.8,19,17.2,33.8,9,22.9,13.3,13.7,18.9,0,1.2,7.7,59.5,1.8,17.4,3.2,3.6,2,16.1
NHS Lanarkshire,2025,All,All,Board,,52747,14588,27052,19971,18372,27394,5086,102981,48182,2999,10030,6237,102958,6458,14378,1704,5250,5439,18172,7.4,2.1,3.8,2.8,2.6,3.9,0.7,14.5,6.8,0.4,1.4,0.9,14.5,0.9,2,0.2,0.7,0.8,2.6
NHS Lothian,2022,00-4,All,Board,,130,0,15,0,5,0,0,0,15,17,83,5,10,0,0,5,0,0,17,0.3,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
NHS Lothian,2022,05-9,All,Board,,1278,0,33,0,5,0,0,0,96,30,192,5,10,0,0,5,5,15,28,2.7,0,0.1,0,0,0,0,0,0.2,0.1,0.4,0,0,0,0,0,0,0,0.1
NHS Lothian,2022,10-14,All,Board,,2349,0,50,0,10,5,0,54,189,94,340,10,15,0,5,5,0,15,38,4.7,0,0.1,0,0,0,0,0.1,0.4,0.2,0.7,0,0,0,0,0,0,0,0.1
NHS Lothian,2022,15-19,All,Board,,2205,0,62,10,5,0,0,914,270,445,396,5,35,56,0,0,0,20,38,4.8,0,0.1,0,0,0,0,2,0.6,1,0.9,0,0.1,0.1,0,0,0,0,0.1
NHS Lothian,2022,20-24,All,Board,,2924,10,120,19,20,10,0,4585,396,707,554,15,110,327,23,5,0,62,49,4.1,0,0.2,0,0,0,0,6.5,0.6,1,0.8,0,0.2,0.5,0,0,0,0.1,0.1
NHS Lothian,2022,25-29,All,Board,,3624,28,247,26,33,25,0,8487,638,770,732,15,285,563,52,5,5,84,76,4.3,0,0.3,0,0,0,0,10.1,0.8,0.9,0.9,0,0.3,0.7,0.1,0,0,0.1,0.1
NHS Lothian,2022,30-34,All,Board,,4003,46,403,43,46,34,0,11061,831,695,802,22,571,729,80,10,5,173,138,4.7,0.1,0.5,0.1,0.1,0,0,13.1,1,0.8,0.9,0,0.7,0.9,0.1,0,0,0.2,0.2
NHS Lothian,2022,35-39,All,Board,,4046,94,657,87,92,76,0,12241,1190,761,842,36,1328,874,89,10,15,215,198,5.3,0.1,0.9,0.1,0.1,0.1,0,16,1.6,1,1.1,0,1.7,1.1,0.1,0,0,0.3,0.3
NHS Lothian,2022,40-44,All,Board,,4395,136,850,129,302,221,10,13044,1602,699,911,75,2353,982,110,36,28,260,291,6.5,0.2,1.2,0.2,0.4,0.3,0,19.2,2.4,1,1.3,0.1,3.5,1.4,0.2,0.1,0,0.4,0.4
NHS Lothian,2022,45-49,All,Board,,4673,217,1186,227,621,483,5,13446,2293,695,911,104,4135,1021,174,37,79,355,480,7.8,0.4,2,0.4,1,0.8,0,22.3,3.8,1.2,1.5,0.2,6.9,1.7,0.3,0.1,0.1,0.6,0.8
NHS Lothian,2022,50-54,All,Board,,5451,416,2023,443,1272,1229,17,15805,3703,599,1038,186,7716,1137,455,66,204,502,915,8.7,0.7,3.2,0.7,2,2,0,25.1,5.9,1,1.6,0.3,12.3,1.8,0.7,0.1,0.3,0.8,1.5
NHS Lothian,2022,55-59,All,Board,,5542,773,3005,753,2058,2214,65,15648,4819,521,1026,322,11037,1050,1099,134,475,763,1451,9.1,1.3,4.9,1.2,3.4,3.6,0.1,25.6,7.9,0.9,1.7,0.5,18,1.7,1.8,0.2,0.8,1.2,2.4
NHS Lothian,2022,60-64,All,Board,,4814,1137,3825,1260,2796,3290,138,13739,5771,336,870,464,13930,902,2026,168,680,796,1981,9,2.1,7.1,2.3,5.2,6.1,0.3,25.6,10.8,0.6,1.6,0.9,26,1.7,3.8,0.3,1.3,1.5,3.7
NHS Lothian,2022,65-69,All,Board,,3826,1615,4403,1840,2992,3864,285,10341,5737,183,691,611,15128,709,2615,221,820,823,2337,8.8,3.7,10.1,4.2,6.9,8.9,0.7,23.8,13.2,0.4,1.6,1.4,34.7,1.6,6,0.5,1.9,1.9,5.4
NHS Lothian,2022,70-74,All,Board,,3511,2415,5513,3074,3452,4682,607,9079,5830,104,611,831,17348,571,3513,289,1081,872,3049,8.9,6.1,14,7.8,8.8,11.9,1.5,23,14.8,0.3,1.6,2.1,44,1.4,8.9,0.7,2.7,2.2,7.7
NHS Lothian,2022,75-79,All,Board,,2524,2955,5218,3891,2944,4611,1143,6400,4822,49,428,1018,15487,514,3434,332,1081,682,3317,8.5,9.9,17.5,13,9.9,15.4,3.8,21.4,16.2,0.2,1.4,3.4,51.9,1.7,11.5,1.1,3.6,2.3,11.1
NHS Lothian,2022,80-84,All,Board,,1619,2825,3850,3931,2062,3756,1600,3781,3434,17,291,1021,11433,411,2968,435,871,444,2882,8.3,14.5,19.8,20.2,10.6,19.3,8.2,19.4,17.6,0.1,1.5,5.2,58.7,2.1,15.2,2.2,4.5,2.3,14.8
NHS Lothian,2022,85plus,All,Board,,1293,3851,3642,5683,1434,4205,2877,3045,2827,12,234,1531,11814,550,3887,1079,844,398,3562,7,20.9,19.8,30.9,7.8,22.9,15.6,16.6,15.4,0.1,1.3,8.3,64.2,3,21.1,5.9,4.6,2.2,19.4
NHS Lothian,2022,All,All,Board,,58207,16521,35101,21419,20149,28705,6748,141671,44463,6740,10952,6268,112745,10397,20529,2849,6188,6479,20848,6.1,1.7,3.7,2.2,2.1,3,0.7,14.8,4.6,0.7,1.1,0.7,11.8,1.1,2.1,0.3,0.6,0.7,2.2
NHS Lothian,2023,00-4,All,Board,,167,0,15,0,10,0,0,0,20,21,86,10,10,0,0,0,0,0,20,0.4,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0
NHS Lothian,2023,05-9,All,Board,,1428,0,36,5,10,0,0,0,95,46,198,10,10,0,0,5,0,15,24,2.9,0,0.1,0,0,0,0,0,0.2,0.1,0.4,0,0,0,0,0,0,0,0
NHS Lothian,2023,10-14,All,Board,,2444,0,48,5,10,5,0,37,212,105,345,5,15,5,5,5,0,16,48,4.7,0,0.1,0,0,0,0,0.1,0.4,0.2,0.7,0,0,0,0,0,0,0,0.1
NHS Lothian,2023,15-19,All,Board,,2424,0,70,10,5,0,0,956,283,534,422,5,34,55,5,5,0,26,39,4.9,0,0.1,0,0,0,0,1.9,0.6,1.1,0.9,0,0.1,0.1,0,0,0,0.1,0.1
NHS Lothian,2023,20-24,All,Board,,3004,5,113,15,20,10,0,4479,404,755,560,10,112,338,20,10,5,55,55,4.2,0,0.2,0,0,0,0,6.2,0.6,1,0.8,0,0.2,0.5,0,0,0,0.1,0.1
NHS Lothian,2023,25-29,All,Board,,3672,37,252,31,33,24,0,8329,639,820,777,15,303,582,51,10,0,96,78,4.3,0,0.3,0,0,0,0,9.7,0.7,1,0.9,0,0.4,0.7,0.1,0,0,0.1,0.1
NHS Lothian,2023,30-34,All,Board,,4266,51,400,58,51,29,0,11256,933,723,835,23,647,773,77,15,5,179,130,4.9,0.1,0.5,0.1,0.1,0,0,12.8,1.1,0.8,1,0,0.7,0.9,0.1,0,0,0.2,0.1
NHS Lothian,2023,35-39,All,Board,,4363,104,668,90,111,83,0,12623,1283,773,873,45,1394,913,110,22,15,244,240,5.4,0.1,0.8,0.1,0.1,0.1,0,15.7,1.6,1,1.1,0.1,1.7,1.1,0.1,0,0,0.3,0.3
NHS Lothian,2023,40-44,All,Board,,4683,142,917,164,302,229,10,13458,1825,730,938,78,2637,1026,118,34,29,280,311,6.5,0.2,1.3,0.2,0.4,0.3,0,18.6,2.5,1,1.3,0.1,3.6,1.4,0.2,0,0,0.4,0.4
NHS Lothian,2023,45-49,All,Board,,4771,213,1203,271,617,500,10,13433,2467,702,960,118,4370,1016,160,30,75,332,508,7.7,0.3,1.9,0.4,1,0.8,0,21.7,4,1.1,1.5,0.2,7.1,1.6,0.3,0,0.1,0.5,0.8
NHS Lothian,2023,50-54,All,Board,,5618,454,2041,568,1266,1221,15,15669,3908,630,1029,194,8041,1195,441,71,199,524,934,8.8,0.7,3.2,0.9,2,1.9,0,24.7,6.2,1,1.6,0.3,12.7,1.9,0.7,0.1,0.3,0.8,1.5
NHS Lothian,2023,55-59,All,Board,,5858,772,3059,966,2133,2282,67,16040,5113,532,1037,316,11500,1082,1032,123,462,798,1487,9.4,1.2,4.9,1.5,3.4,3.7,0.1,25.7,8.2,0.9,1.7,0.5,18.4,1.7,1.7,0.2,0.7,1.3,2.4
